85	 Q0	AP890220-0143	1	36.301308828447496	 Exp
85	 Q0	AP890620-0122	67	25.157395296900894	 Exp
85	 Q0	AP890509-0031	68	25.099443131393944	 Exp
85	 Q0	AP890414-0097	69	25.02710258492322	 Exp
85	 Q0	AP890221-0159	70	25.026042042641077	 Exp
85	 Q0	AP891221-0161	71	25.018509878009652	 Exp
85	 Q0	AP891227-0054	72	24.93135285486539	 Exp
85	 Q0	AP890508-0042	73	24.922696135559892	 Exp
85	 Q0	AP891013-0020	74	24.91876406804793	 Exp
85	 Q0	AP891124-0105	75	24.89923038724228	 Exp
85	 Q0	AP891012-0293	76	24.896736012825997	 Exp
85	 Q0	AP890111-0060	77	24.888633553071585	 Exp
85	 Q0	AP890324-0039	78	24.886707965064463	 Exp
85	 Q0	AP890418-0038	79	24.88092091660577	 Exp
85	 Q0	AP891023-0145	80	24.86673311822887	 Exp
85	 Q0	AP890222-0122	81	24.788938063751573	 Exp
85	 Q0	AP890525-0042	82	24.767936608914322	 Exp
85	 Q0	AP890503-0199	83	24.752530405638804	 Exp
85	 Q0	AP890113-0184	84	24.68506495912292	 Exp
85	 Q0	AP890807-0158	85	24.643032052604102	 Exp
85	 Q0	AP890127-0050	86	24.60586195218525	 Exp
85	 Q0	AP890316-0268	87	24.58585502784654	 Exp
85	 Q0	AP891009-0090	88	24.576095535081315	 Exp
85	 Q0	AP890323-0140	89	24.502639088819762	 Exp
85	 Q0	AP890626-0020	90	24.496787321445904	 Exp
85	 Q0	AP890522-0129	91	24.475963307657587	 Exp
85	 Q0	AP890129-0044	92	24.469173408890164	 Exp
85	 Q0	AP890525-0031	93	24.422724926313563	 Exp
85	 Q0	AP890609-0064	94	24.38563528925432	 Exp
85	 Q0	AP891031-0163	95	24.362548562066557	 Exp
85	 Q0	AP891010-0107	96	24.348372287521496	 Exp
85	 Q0	AP890430-0004	97	24.186693183766916	 Exp
85	 Q0	AP891220-0076	98	24.183552346258033	 Exp
85	 Q0	AP890824-0070	99	24.17569587671956	 Exp
85	 Q0	AP890410-0010	100	24.10914170348307	 Exp
85	 Q0	AP891129-0065	101	24.096437147227046	 Exp
85	 Q0	AP891121-0061	102	24.074074671454902	 Exp
85	 Q0	AP890823-0148	103	24.032369227871733	 Exp
85	 Q0	AP890116-0163	104	24.00536991824385	 Exp
85	 Q0	AP890222-0198	105	23.944355064194223	 Exp
85	 Q0	AP890208-0003	106	23.80851606285176	 Exp
85	 Q0	AP890916-0058	107	23.784413888747874	 Exp
85	 Q0	AP890424-0135	108	23.778473245352156	 Exp
85	 Q0	AP890202-0229	109	23.769330795124407	 Exp
85	 Q0	AP891007-0045	110	23.71917625353263	 Exp
85	 Q0	AP891207-0102	111	23.713113429912728	 Exp
85	 Q0	AP890710-0011	112	23.68853293527355	 Exp
85	 Q0	AP890503-0182	113	23.621906544470953	 Exp
85	 Q0	AP891026-0252	114	23.592774848178664	 Exp
85	 Q0	AP890329-0214	115	23.56546472968736	 Exp
85	 Q0	AP890530-0201	116	23.55805651322563	 Exp
85	 Q0	AP890704-0150	117	23.538733673577248	 Exp
85	 Q0	AP890424-0079	118	23.53447396228131	 Exp
85	 Q0	AP890712-0107	119	23.515180628739188	 Exp
85	 Q0	AP891214-0124	120	23.483350113854744	 Exp
85	 Q0	AP891017-0098	121	23.395555483248366	 Exp
85	 Q0	AP890125-0134	122	23.340443885965257	 Exp
85	 Q0	AP890627-0208	123	23.323668665631303	 Exp
85	 Q0	AP890116-0016	124	23.30915543724907	 Exp
85	 Q0	AP890829-0130	125	23.301661369473646	 Exp
85	 Q0	AP891026-0169	126	23.292433134882426	 Exp
85	 Q0	AP891027-0178	127	23.274699527540307	 Exp
85	 Q0	AP890509-0275	128	23.244201648630895	 Exp
85	 Q0	AP890530-0167	129	23.21379655295572	 Exp
85	 Q0	AP890129-0045	130	23.195616294169003	 Exp
85	 Q0	AP891107-0005	131	23.189113102668426	 Exp
85	 Q0	AP890509-0162	132	23.127370309952475	 Exp
85	 Q0	AP890624-0118	133	23.11963289352434	 Exp
85	 Q0	AP890107-0095	134	23.103782576938485	 Exp
85	 Q0	AP890929-0217	135	23.071816192098172	 Exp
85	 Q0	AP891011-0056	136	23.071303801902438	 Exp
85	 Q0	AP890922-0089	137	23.070218177287458	 Exp
85	 Q0	AP890131-0078	138	23.058924936843358	 Exp
85	 Q0	AP891026-0155	139	23.046887588215643	 Exp
85	 Q0	AP891004-0162	140	23.026592530144384	 Exp
85	 Q0	AP890215-0020	141	22.920951691491407	 Exp
85	 Q0	AP891128-0018	142	22.912148926850378	 Exp
85	 Q0	AP891124-0192	143	22.910915712245764	 Exp
85	 Q0	AP890516-0199	144	22.90710535589197	 Exp
85	 Q0	AP890125-0265	145	22.88582900322721	 Exp
85	 Q0	AP890706-0103	146	22.883244437945322	 Exp
85	 Q0	AP891230-0030	147	22.86759672926661	 Exp
85	 Q0	AP890802-0195	148	22.84993506257914	 Exp
85	 Q0	AP890512-0119	149	22.8370301851631	 Exp
85	 Q0	AP890125-0162	150	22.83687383957484	 Exp
85	 Q0	AP891024-0169	151	22.82592141834381	 Exp
85	 Q0	AP891219-0050	152	22.821002448736465	 Exp
85	 Q0	AP891012-0018	153	22.81866381627036	 Exp
85	 Q0	AP890601-0250	154	22.78110032789016	 Exp
85	 Q0	AP890511-0280	155	22.777957773098176	 Exp
85	 Q0	AP890906-0183	156	22.769691736500306	 Exp
85	 Q0	AP891006-0163	157	22.7321960282218	 Exp
85	 Q0	AP891215-0244	158	22.685525972236388	 Exp
85	 Q0	AP890822-0024	159	22.67257173457326	 Exp
85	 Q0	AP891109-0169	160	22.64130347917098	 Exp
85	 Q0	AP890503-0005	161	22.593857670920343	 Exp
85	 Q0	AP890428-0084	162	22.563731664650057	 Exp
85	 Q0	AP891124-0098	163	22.54325918252344	 Exp
85	 Q0	AP891212-0058	164	22.543252342131566	 Exp
85	 Q0	AP890622-0096	165	22.534273994914965	 Exp
85	 Q0	AP890116-0144	166	22.500933316982724	 Exp
85	 Q0	AP891007-0007	167	22.491562530541437	 Exp
85	 Q0	AP890314-0223	168	22.48581965621456	 Exp
85	 Q0	AP890105-0199	169	22.477389578228134	 Exp
85	 Q0	AP890510-0222	170	22.454086962383794	 Exp
85	 Q0	AP890323-0029	171	22.442931086223346	 Exp
85	 Q0	AP890406-0068	172	22.401733882985567	 Exp
85	 Q0	AP890718-0284	173	22.396641222999445	 Exp
85	 Q0	AP891022-0059	174	22.386899577871652	 Exp
85	 Q0	AP891208-0126	175	22.316947163089107	 Exp
85	 Q0	AP890502-0207	176	22.314000925183716	 Exp
85	 Q0	AP890208-0114	177	22.307199229700498	 Exp
85	 Q0	AP890315-0167	178	22.291294115823987	 Exp
85	 Q0	AP891108-0007	179	22.290519337538733	 Exp
85	 Q0	AP891205-0128	180	22.281639343662626	 Exp
85	 Q0	AP890308-0049	181	22.21459880242025	 Exp
85	 Q0	AP890314-0133	182	22.201314306552444	 Exp
85	 Q0	AP890831-0047	183	22.200608043403975	 Exp
85	 Q0	AP890922-0154	184	22.186159674017098	 Exp
85	 Q0	AP890208-0025	185	22.170976729264524	 Exp
85	 Q0	AP890121-0139	186	22.154158017738013	 Exp
85	 Q0	AP890108-0030	187	22.15377903576888	 Exp
85	 Q0	AP890203-0243	188	22.144251405439437	 Exp
85	 Q0	AP890309-0045	189	22.122561411375607	 Exp
85	 Q0	AP890720-0157	190	22.10239244671093	 Exp
85	 Q0	AP890226-0079	191	22.099568250044634	 Exp
85	 Q0	AP890719-0207	192	22.091002732150017	 Exp
85	 Q0	AP890609-0016	193	22.079998692114533	 Exp
85	 Q0	AP891002-0082	194	22.065970738177455	 Exp
85	 Q0	AP890323-0239	195	22.05050182083383	 Exp
85	 Q0	AP890517-0182	196	22.044132649487242	 Exp
85	 Q0	AP890804-0147	197	22.037729880866817	 Exp
85	 Q0	AP890823-0093	198	22.03483805459897	 Exp
85	 Q0	AP890807-0021	199	22.033378023000754	 Exp
85	 Q0	AP890819-0056	200	22.02276884858589	 Exp
85	 Q0	AP890630-0136	201	22.010200840757456	 Exp
85	 Q0	AP890208-0219	202	22.007799413036093	 Exp
85	 Q0	AP890705-0049	203	22.00578604321608	 Exp
85	 Q0	AP890811-0076	204	21.997967367327533	 Exp
85	 Q0	AP890206-0153	205	21.97447208043636	 Exp
85	 Q0	AP890614-0189	206	21.965668903338315	 Exp
85	 Q0	AP890112-0083	207	21.947802803618547	 Exp
85	 Q0	AP890324-0198	208	21.935279418885195	 Exp
85	 Q0	AP890425-0085	209	21.933060522827784	 Exp
85	 Q0	AP891217-0039	210	21.93162988700569	 Exp
85	 Q0	AP890726-0212	211	21.92499493683118	 Exp
85	 Q0	AP890517-0232	212	21.883366033349034	 Exp
85	 Q0	AP890405-0073	213	21.875299882103374	 Exp
85	 Q0	AP890202-0059	214	21.87038059381911	 Exp
85	 Q0	AP890523-0044	215	21.864599485723264	 Exp
85	 Q0	AP891218-0076	216	21.86265637175415	 Exp
85	 Q0	AP890127-0120	217	21.860196981351077	 Exp
85	 Q0	AP890104-0079	218	21.859735216994764	 Exp
85	 Q0	AP891014-0130	219	21.82315098257641	 Exp
85	 Q0	AP891130-0073	220	21.81057715092371	 Exp
85	 Q0	AP890626-0261	221	21.796994709908084	 Exp
85	 Q0	AP891006-0050	222	21.79290916713291	 Exp
85	 Q0	AP890619-0021	223	21.788971601084125	 Exp
85	 Q0	AP890711-0096	224	21.7868581482312	 Exp
85	 Q0	AP890723-0023	225	21.772985057817007	 Exp
85	 Q0	AP890809-0019	226	21.77245914259268	 Exp
85	 Q0	AP890417-0158	227	21.752704378972474	 Exp
85	 Q0	AP891101-0066	228	21.750219538475932	 Exp
85	 Q0	AP891227-0033	229	21.7322959395032	 Exp
85	 Q0	AP890615-0143	230	21.732002778944757	 Exp
85	 Q0	AP890306-0295	231	21.69046538202278	 Exp
85	 Q0	AP890919-0162	232	21.664038852166865	 Exp
85	 Q0	AP890508-0101	233	21.648652466122044	 Exp
85	 Q0	AP890427-0162	234	21.641295264425594	 Exp
85	 Q0	AP890906-0153	235	21.630113073896595	 Exp
85	 Q0	AP890527-0017	236	21.620293429863402	 Exp
85	 Q0	AP891113-0023	237	21.607526508481023	 Exp
85	 Q0	AP890418-0080	238	21.548813378560524	 Exp
85	 Q0	AP890106-0103	239	21.52239124747635	 Exp
85	 Q0	AP890307-0043	240	21.509845793632905	 Exp
85	 Q0	AP890516-0169	241	21.501400397054464	 Exp
85	 Q0	AP890513-0041	242	21.49393674051921	 Exp
85	 Q0	AP890313-0038	243	21.48613237028241	 Exp
85	 Q0	AP890126-0155	244	21.46234559379495	 Exp
85	 Q0	AP890317-0157	245	21.44624988235921	 Exp
85	 Q0	AP890511-0140	246	21.444822764446155	 Exp
85	 Q0	AP890626-0081	247	21.44401923700537	 Exp
85	 Q0	AP890107-0080	248	21.420193715763677	 Exp
85	 Q0	AP890919-0084	249	21.408585687997316	 Exp
85	 Q0	AP890125-0007	250	21.383988213258625	 Exp
85	 Q0	AP891123-0057	251	21.383120822394186	 Exp
85	 Q0	AP890827-0072	252	21.383115017899925	 Exp
85	 Q0	AP890120-0265	253	21.375370729571074	 Exp
85	 Q0	AP890525-0171	254	21.371158765311755	 Exp
85	 Q0	AP890106-0119	255	21.353279407669802	 Exp
85	 Q0	AP891011-0167	256	21.34825630391367	 Exp
85	 Q0	AP890519-0255	257	21.342943571376765	 Exp
85	 Q0	AP890314-0066	258	21.34278752957668	 Exp
85	 Q0	AP890208-0012	259	21.335029368581637	 Exp
85	 Q0	AP890125-0102	260	21.320847955715223	 Exp
85	 Q0	AP890619-0040	261	21.312568886666668	 Exp
85	 Q0	AP890622-0145	262	21.297548282712714	 Exp
85	 Q0	AP890306-0104	263	21.295459300334866	 Exp
85	 Q0	AP890127-0128	264	21.294130000097525	 Exp
85	 Q0	AP890407-0042	265	21.293958244527552	 Exp
85	 Q0	AP890914-0001	266	21.2846170565102	 Exp
85	 Q0	AP890123-0108	267	21.28111059581041	 Exp
85	 Q0	AP890304-0129	268	21.250012189981042	 Exp
85	 Q0	AP891030-0175	269	21.248688478407235	 Exp
85	 Q0	AP890725-0070	270	21.242753692649533	 Exp
85	 Q0	AP890522-0097	271	21.23688211751577	 Exp
85	 Q0	AP890125-0242	272	21.232388314553805	 Exp
85	 Q0	AP890122-0046	273	21.219632125465132	 Exp
85	 Q0	AP890316-0157	274	21.205377030644062	 Exp
85	 Q0	AP890429-0085	275	21.202478779546848	 Exp
85	 Q0	AP890511-0114	276	21.1830214802786	 Exp
85	 Q0	AP890816-0175	277	21.179341621860473	 Exp
85	 Q0	AP890530-0281	278	21.128420640655442	 Exp
85	 Q0	AP890517-0280	279	21.126266631032138	 Exp
85	 Q0	AP890921-0204	280	21.125780375532013	 Exp
85	 Q0	AP890825-0044	281	21.109071950829794	 Exp
85	 Q0	AP891116-0078	282	21.1084986769336	 Exp
85	 Q0	AP890721-0112	283	21.10182717624616	 Exp
85	 Q0	AP890511-0207	284	21.073872547722267	 Exp
85	 Q0	AP890322-0051	285	21.071089604104348	 Exp
85	 Q0	AP890719-0204	286	21.054451550912397	 Exp
85	 Q0	AP890513-0036	287	21.05132223405515	 Exp
85	 Q0	AP891212-0056	288	21.0510938156428	 Exp
85	 Q0	AP890428-0072	289	21.02556347006982	 Exp
85	 Q0	AP890302-0209	290	21.021297489628896	 Exp
85	 Q0	AP890523-0052	291	21.011626058010066	 Exp
85	 Q0	AP890712-0103	292	21.0073656153092	 Exp
85	 Q0	AP890922-0276	293	21.006069230090485	 Exp
85	 Q0	AP890124-0131	294	21.005120898138095	 Exp
85	 Q0	AP891226-0086	295	20.997189262830926	 Exp
85	 Q0	AP890526-0078	296	20.995893715174905	 Exp
85	 Q0	AP890124-0189	297	20.959270546478606	 Exp
85	 Q0	AP891128-0108	298	20.958620873053917	 Exp
85	 Q0	AP890626-0005	299	20.954581446658448	 Exp
85	 Q0	AP890117-0082	300	20.94844780312744	 Exp
85	 Q0	AP890115-0090	301	20.946314988511148	 Exp
85	 Q0	AP890501-0097	302	20.926773862737658	 Exp
85	 Q0	AP890518-0038	303	20.921710905722623	 Exp
85	 Q0	AP890119-0248	304	20.904600209483426	 Exp
85	 Q0	AP890216-0075	305	20.8939538565435	 Exp
85	 Q0	AP890823-0084	306	20.8911887127858	 Exp
85	 Q0	AP891229-0217	307	20.87683110066491	 Exp
85	 Q0	AP891121-0180	308	20.87298005229365	 Exp
85	 Q0	AP890724-0120	309	20.863664235998794	 Exp
85	 Q0	AP891031-0017	310	20.85275665677532	 Exp
85	 Q0	AP890715-0112	311	20.85145211410977	 Exp
85	 Q0	AP890415-0049	312	20.83614156312	 Exp
85	 Q0	AP891215-0157	313	20.83455634323404	 Exp
85	 Q0	AP890309-0268	314	20.829765314784552	 Exp
85	 Q0	AP890517-0287	315	20.825978954452097	 Exp
85	 Q0	AP890607-0166	316	20.819610529934423	 Exp
85	 Q0	AP890927-0042	317	20.809670437609388	 Exp
85	 Q0	AP891112-0056	318	20.80048732474435	 Exp
85	 Q0	AP890824-0176	319	20.79962225265988	 Exp
85	 Q0	AP890226-0092	320	20.77485681788997	 Exp
85	 Q0	AP890221-0142	321	20.771788832708964	 Exp
85	 Q0	AP890105-0287	322	20.744689942980994	 Exp
85	 Q0	AP891005-0243	323	20.73745666578797	 Exp
85	 Q0	AP891211-0124	324	20.734479351136596	 Exp
85	 Q0	AP890129-0009	325	20.73184778019739	 Exp
85	 Q0	AP890328-0137	326	20.729651027158305	 Exp
85	 Q0	AP890102-0105	327	20.72609025219594	 Exp
85	 Q0	AP890928-0207	328	20.725681977318853	 Exp
85	 Q0	AP890622-0282	329	20.717018276425097	 Exp
85	 Q0	AP891016-0154	330	20.71472916631078	 Exp
85	 Q0	AP890424-0034	331	20.695999286076677	 Exp
85	 Q0	AP890308-0152	332	20.679347451637454	 Exp
85	 Q0	AP890729-0040	333	20.668513162794163	 Exp
85	 Q0	AP890428-0154	334	20.64323750818938	 Exp
85	 Q0	AP891202-0124	335	20.642578409406237	 Exp
85	 Q0	AP890210-0103	336	20.632076480939798	 Exp
85	 Q0	AP890119-0062	337	20.628280752764166	 Exp
85	 Q0	AP890510-0196	338	20.6261805060458	 Exp
85	 Q0	AP890513-0152	339	20.61984042699399	 Exp
85	 Q0	AP891105-0023	340	20.617784551000966	 Exp
85	 Q0	AP890808-0100	341	20.590794164299687	 Exp
85	 Q0	AP891124-0027	342	20.556472551511177	 Exp
85	 Q0	AP890802-0095	343	20.55516933966243	 Exp
85	 Q0	AP891004-0107	344	20.52684936268111	 Exp
85	 Q0	AP890831-0112	345	20.51833191749065	 Exp
85	 Q0	AP890429-0051	346	20.512935276209657	 Exp
85	 Q0	AP890623-0102	347	20.512358040124187	 Exp
85	 Q0	AP890803-0058	348	20.510906654204103	 Exp
85	 Q0	AP890401-0001	349	20.505864663891124	 Exp
85	 Q0	AP890417-0143	350	20.50522985979179	 Exp
85	 Q0	AP891207-0148	351	20.49834731526483	 Exp
85	 Q0	AP890517-0196	352	20.485899633812064	 Exp
85	 Q0	AP890523-0160	353	20.474371585692253	 Exp
85	 Q0	AP890712-0059	354	20.470999632040595	 Exp
85	 Q0	AP891123-0040	355	20.46513933751922	 Exp
85	 Q0	AP890901-0250	356	20.454699463737562	 Exp
85	 Q0	AP890314-0022	357	20.44931652378851	 Exp
85	 Q0	AP890413-0055	358	20.422568187962153	 Exp
85	 Q0	AP891121-0193	359	20.414249468421545	 Exp
85	 Q0	AP890828-0108	360	20.40885687424647	 Exp
85	 Q0	AP890826-0062	361	20.40797586541984	 Exp
85	 Q0	AP891122-0199	362	20.40465146297295	 Exp
85	 Q0	AP890831-0108	363	20.398550752687658	 Exp
85	 Q0	AP890802-0211	364	20.39533056705573	 Exp
85	 Q0	AP890802-0148	365	20.388737825309985	 Exp
85	 Q0	AP890727-0112	366	20.383648283254615	 Exp
85	 Q0	AP890830-0099	367	20.37800783558161	 Exp
85	 Q0	AP891006-0197	368	20.374204893705485	 Exp
85	 Q0	AP891021-0122	369	20.366936479705224	 Exp
85	 Q0	AP891004-0157	370	20.344010935217316	 Exp
85	 Q0	AP890101-0031	371	20.332698244494903	 Exp
85	 Q0	AP890901-0164	372	20.325635077106924	 Exp
85	 Q0	AP890216-0001	373	20.32398884643915	 Exp
85	 Q0	AP890627-0257	374	20.306846497874172	 Exp
85	 Q0	AP890316-0160	375	20.304312614356817	 Exp
85	 Q0	AP891011-0126	376	20.301013527117423	 Exp
85	 Q0	AP890125-0174	377	20.299746683550545	 Exp
85	 Q0	AP890110-0186	378	20.2952604493655	 Exp
85	 Q0	AP890713-0142	379	20.28914171332655	 Exp
85	 Q0	AP891109-0096	380	20.285567233114886	 Exp
85	 Q0	AP890410-0125	381	20.27788135013814	 Exp
85	 Q0	AP890725-0142	382	20.27757274855592	 Exp
85	 Q0	AP890428-0243	383	20.26644444830052	 Exp
85	 Q0	AP891207-0084	384	20.25524933077103	 Exp
85	 Q0	AP890117-0147	385	20.24678670234716	 Exp
85	 Q0	AP890220-0138	386	20.235619094596757	 Exp
85	 Q0	AP890814-0052	387	20.233655294690564	 Exp
85	 Q0	AP890521-0034	388	20.230786751047724	 Exp
85	 Q0	AP890211-0100	389	20.22750063307969	 Exp
85	 Q0	AP890602-0066	390	20.219232293101985	 Exp
85	 Q0	AP891213-0175	391	20.213674980948714	 Exp
85	 Q0	AP890223-0155	392	20.201558695236614	 Exp
85	 Q0	AP890810-0141	393	20.201345779368197	 Exp
85	 Q0	AP890505-0148	394	20.18997854047303	 Exp
85	 Q0	AP891018-0087	395	20.18504578161802	 Exp
85	 Q0	AP890916-0114	396	20.183302734121607	 Exp
85	 Q0	AP890822-0054	397	20.183282062001286	 Exp
85	 Q0	AP890426-0134	398	20.183143238497973	 Exp
85	 Q0	AP891028-0077	399	20.17654365502041	 Exp
85	 Q0	AP890222-0044	400	20.17377154740369	 Exp
85	 Q0	AP890830-0062	401	20.159511975398214	 Exp
85	 Q0	AP890823-0114	402	20.152804177991225	 Exp
85	 Q0	AP890602-0167	403	20.15079945631561	 Exp
85	 Q0	AP891215-0103	404	20.148080199530252	 Exp
85	 Q0	AP890404-0176	405	20.137534214421073	 Exp
85	 Q0	AP890504-0199	406	20.135765060553542	 Exp
85	 Q0	AP890212-0024	407	20.129860794761154	 Exp
85	 Q0	AP890313-0118	408	20.12132246950855	 Exp
85	 Q0	AP890109-0174	409	20.1008093698908	 Exp
85	 Q0	AP890316-0190	410	20.0859826567247	 Exp
85	 Q0	AP891204-0143	411	20.06364153019669	 Exp
85	 Q0	AP890705-0096	412	20.05999166289743	 Exp
85	 Q0	AP890102-0069	413	20.05936284073884	 Exp
85	 Q0	AP890611-0063	414	20.047254753177036	 Exp
85	 Q0	AP890422-0003	415	20.034649729782142	 Exp
85	 Q0	AP890504-0024	416	20.02776917159824	 Exp
85	 Q0	AP890103-0102	417	20.025638879926678	 Exp
85	 Q0	AP891208-0269	418	20.02220287059374	 Exp
85	 Q0	AP891205-0163	419	19.996860767314047	 Exp
85	 Q0	AP891222-0200	420	19.984188122882244	 Exp
85	 Q0	AP890531-0263	421	19.97940003041323	 Exp
85	 Q0	AP890920-0201	422	19.97431373231427	 Exp
85	 Q0	AP891014-0041	423	19.973193658370988	 Exp
85	 Q0	AP890116-0100	424	19.965532786055896	 Exp
85	 Q0	AP890323-0129	425	19.962963591919895	 Exp
85	 Q0	AP890712-0251	426	19.945680598628563	 Exp
85	 Q0	AP891013-0123	427	19.944110432880542	 Exp
85	 Q0	AP890705-0130	428	19.939085634796683	 Exp
85	 Q0	AP890714-0124	429	19.93140793359359	 Exp
85	 Q0	AP891214-0108	430	19.929588724960876	 Exp
85	 Q0	AP891130-0235	431	19.92290920335009	 Exp
85	 Q0	AP890508-0253	432	19.92132288423172	 Exp
85	 Q0	AP891106-0134	433	19.908772288249637	 Exp
85	 Q0	AP890322-0001	434	19.900658962257147	 Exp
85	 Q0	AP890208-0035	435	19.900345956796293	 Exp
85	 Q0	AP890406-0073	436	19.89586921905656	 Exp
85	 Q0	AP890616-0033	437	19.872398741378547	 Exp
85	 Q0	AP891011-0208	438	19.86706106044678	 Exp
85	 Q0	AP890824-0187	439	19.86683163179741	 Exp
85	 Q0	AP890520-0002	440	19.858735786211405	 Exp
85	 Q0	AP890501-0022	441	19.850605270331734	 Exp
85	 Q0	AP891004-0166	442	19.837638530090153	 Exp
85	 Q0	AP890124-0165	443	19.836313943476746	 Exp
85	 Q0	AP890405-0165	444	19.831211670011793	 Exp
85	 Q0	AP890319-0027	445	19.82867504160142	 Exp
85	 Q0	AP890131-0139	446	19.81800777737712	 Exp
85	 Q0	AP890901-0168	447	19.815458306670266	 Exp
85	 Q0	AP891121-0194	448	19.8065552441386	 Exp
85	 Q0	AP890726-0144	449	19.7934106281329	 Exp
85	 Q0	AP891007-0068	450	19.77848238096553	 Exp
85	 Q0	AP891130-0082	451	19.772440396041475	 Exp
85	 Q0	AP890918-0255	452	19.772056657955986	 Exp
85	 Q0	AP890817-0044	453	19.753370417418402	 Exp
85	 Q0	AP891214-0122	454	19.738892370240958	 Exp
85	 Q0	AP890809-0210	455	19.72758452897783	 Exp
85	 Q0	AP890407-0165	456	19.72690269405735	 Exp
85	 Q0	AP890409-0079	457	19.725154311500354	 Exp
85	 Q0	AP890107-0086	458	19.72347598295317	 Exp
85	 Q0	AP890825-0032	459	19.714135563441804	 Exp
85	 Q0	AP890108-0018	460	19.710123708284062	 Exp
85	 Q0	AP890902-0055	461	19.700186304218043	 Exp
85	 Q0	AP890820-0019	462	19.672902690414404	 Exp
85	 Q0	AP890107-0037	463	19.671119541618086	 Exp
85	 Q0	AP890627-0172	464	19.66679902357236	 Exp
85	 Q0	AP891208-0002	465	19.664775848732305	 Exp
